                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    442,                0.15365,                0.64531,                0.92844,                0.97436,                      1,                  0.995,                  0.995,                0.19466,                0.31502,                0.28203,             0.00040227,             0.00040227,             0.00040227
                    443,                 0.1426,                 0.3604,                0.94083,                0.97436,                      1,                  0.995,                  0.995,                0.20084,                0.31725,                0.29091,             0.00040157,             0.00040157,             0.00040157
                    444,                0.13995,                0.40253,                 0.9527,                0.97452,                      1,                  0.995,                  0.995,                0.20874,                 0.3341,                0.30315,             0.00040086,             0.00040086,             0.00040086
                    445,                0.13254,                 0.3277,                0.91431,                0.98274,                      1,                  0.995,                  0.995,                0.22389,                0.36148,                0.33103,             0.00040015,             0.00040015,             0.00040015
                    446,                0.12801,                0.37046,                0.90978,                0.99155,                      1,                  0.995,                  0.995,                0.22509,                0.37392,                0.33875,             0.00039945,             0.00039945,             0.00039945
                    447,                0.13239,                0.36277,                 0.8821,                0.99144,                      1,                  0.995,                  0.995,                0.22405,                0.38207,                0.33875,             0.00039874,             0.00039874,             0.00039874
                    448,                0.12556,                0.38064,                0.92361,                0.99138,                      1,                  0.995,                  0.995,                0.22884,                0.37898,                0.34596,             0.00039803,             0.00039803,             0.00039803
                    449,                0.14435,                0.37772,                0.95583,                 0.9811,                      1,                  0.995,                  0.995,                0.22261,                0.39361,                 0.3381,             0.00039733,             0.00039733,             0.00039733
                    450,                0.15857,                 0.4189,                0.90684,                0.98217,                      1,                  0.995,                  0.995,                0.21093,                0.37326,                0.31748,             0.00039662,             0.00039662,             0.00039662
                    451,                 0.1433,                0.37687,                0.91186,                0.98279,                      1,                  0.995,                  0.995,                0.20461,                0.35753,                0.30584,             0.00039591,             0.00039591,             0.00039591
                    452,                0.13534,                0.36345,                0.93582,                0.98289,                      1,                  0.995,                  0.995,                0.21156,                0.33776,                0.31644,             0.00039521,             0.00039521,             0.00039521
                    453,                0.13598,                0.30374,                0.92834,                0.99129,                      1,                  0.995,                  0.995,                0.22103,                0.34642,                 0.3249,              0.0003945,              0.0003945,              0.0003945
                    454,                0.13312,                0.37366,                0.91684,                0.98273,                      1,                  0.995,                  0.995,                0.23027,                0.35785,                0.33261,             0.00039379,             0.00039379,             0.00039379
                    455,                0.12748,                0.31528,                0.91703,                0.98291,                      1,                  0.995,                  0.995,                0.23172,                0.36582,                0.33185,             0.00039309,             0.00039309,             0.00039309
                    456,                 0.1292,                0.32244,                0.90389,                0.98283,                      1,                  0.995,                  0.995,                0.22797,                0.37921,                0.32283,             0.00039238,             0.00039238,             0.00039238
                    457,                0.12191,                0.34745,                0.92247,                0.97436,                      1,                  0.995,                  0.995,                0.22744,                0.39431,                 0.3242,             0.00039167,             0.00039167,             0.00039167
                    458,                0.12976,                0.29992,                0.93868,                0.97436,                      1,                  0.995,                  0.995,                0.22619,                0.39483,                0.31877,             0.00039096,             0.00039096,             0.00039096
                    459,                0.14666,                0.34332,                0.91462,                 0.9746,                      1,                  0.995,                  0.995,                0.22648,                0.40979,                0.32208,             0.00039026,             0.00039026,             0.00039026
                    460,                0.12918,                0.27798,                0.91419,                0.97441,                      1,                  0.995,                  0.995,                0.23821,                0.41806,                 0.3357,             0.00038955,             0.00038955,             0.00038955
                    461,                0.14092,                0.40325,                0.91274,                0.97437,                      1,                  0.995,                  0.995,                0.24254,                0.41288,                0.34405,             0.00038884,             0.00038884,             0.00038884
                    462,                 0.1311,                0.33914,                0.91873,                0.97434,                      1,                  0.995,                  0.995,                 0.2443,                0.39557,                0.35496,             0.00038814,             0.00038814,             0.00038814
                    463,                0.11779,                0.31997,                0.92675,                0.97425,                      1,                  0.995,                  0.995,                0.24137,                0.39987,                0.35274,             0.00038743,             0.00038743,             0.00038743
                    464,                0.13908,                0.34305,                0.93003,                0.97359,                      1,                  0.995,                  0.995,                0.24318,                  0.414,                0.35559,             0.00038672,             0.00038672,             0.00038672
                    465,                0.10972,                 0.2596,                0.89794,                0.97343,                      1,                  0.995,                  0.995,                0.23803,                0.41943,                0.35335,             0.00038602,             0.00038602,             0.00038602
                    466,                0.13385,                0.33135,                0.95508,                0.97385,                      1,                  0.995,                  0.995,                0.23507,                0.40406,                0.35377,             0.00038531,             0.00038531,             0.00038531
                    467,                0.16041,                0.49853,                0.93754,                0.97345,                      1,                  0.995,                  0.995,                0.21013,                0.36671,                0.32221,              0.0003846,              0.0003846,              0.0003846
                    468,                0.13758,                0.31663,                0.92305,                0.97379,                      1,                  0.995,                  0.995,                0.17859,                0.36256,                0.27859,              0.0003839,              0.0003839,              0.0003839
                    469,                0.13303,                0.40413,                0.93272,                0.97377,                      1,                  0.995,                  0.995,                0.17142,                0.34734,                0.26695,             0.00038319,             0.00038319,             0.00038319
                    470,                0.14941,                0.29938,                0.94582,                0.97391,                      1,                  0.995,                  0.995,                0.18578,                0.29927,                0.28285,             0.00038248,             0.00038248,             0.00038248
                    471,                0.12862,                0.33073,                0.93184,                0.97447,                      1,                  0.995,                  0.995,                0.21059,                0.31852,                0.30641,             0.00038178,             0.00038178,             0.00038178
                    472,                0.13366,                0.33455,                0.86491,                0.97371,                      1,                  0.995,                  0.995,                0.22442,                 0.3404,                0.31845,             0.00038107,             0.00038107,             0.00038107
                    473,                0.15033,                0.33585,                0.90891,                0.97314,                      1,                  0.995,                  0.995,                0.24417,                0.34763,                0.33981,             0.00038036,             0.00038036,             0.00038036
                    474,                0.13946,                0.31499,                0.91677,                0.97284,                      1,                  0.995,                  0.995,                0.25652,                0.36432,                0.34984,             0.00037966,             0.00037966,             0.00037966
                    475,                0.13263,                0.30239,                   0.94,                0.98233,                      1,                  0.995,                  0.995,                0.24841,                0.36145,                0.33958,             0.00037895,             0.00037895,             0.00037895
                    476,                0.12954,                0.35407,                0.92234,                  0.982,                      1,                  0.995,                  0.995,                0.22954,                0.34877,                 0.3153,             0.00037824,             0.00037824,             0.00037824
                    477,                0.13435,                 0.3104,                0.89985,                0.98208,                      1,                  0.995,                  0.995,                0.22032,                0.34869,                0.30511,             0.00037753,             0.00037753,             0.00037753
                    478,                 0.1173,                0.26292,                0.93094,                0.98211,                      1,                  0.995,                  0.995,                0.20326,                0.32768,                0.29215,             0.00037683,             0.00037683,             0.00037683
                    479,                0.13303,                0.30812,                0.88408,                0.98229,                      1,                  0.995,                  0.995,                0.19643,                0.33591,                 0.2864,             0.00037612,             0.00037612,             0.00037612
                    480,                0.14597,                0.32461,                0.96229,                0.98258,                      1,                  0.995,                  0.995,                 0.1931,                0.37887,                0.28143,             0.00037541,             0.00037541,             0.00037541
                    481,                0.14495,                 0.3051,                0.91706,                0.99153,                      1,                  0.995,                  0.995,                0.19651,                0.39592,                0.29107,             0.00037471,             0.00037471,             0.00037471
                    482,                0.11947,                0.27812,                0.87843,                0.99162,                      1,                  0.995,                  0.995,                0.19582,                0.42051,                0.29022,               0.000374,               0.000374,               0.000374
                    483,                0.12634,                 0.3537,                0.93573,                      1,                      1,                  0.995,                  0.995,                0.20366,                0.41378,                0.30541,             0.00037329,             0.00037329,             0.00037329
                    484,                0.14117,                0.32133,                0.87259,                0.99155,                      1,                  0.995,                  0.995,                0.20336,                0.41612,                0.30401,             0.00037259,             0.00037259,             0.00037259
                    485,                0.12999,                0.38751,                0.91748,                0.99155,                      1,                  0.995,                  0.995,                0.20957,                0.42478,                0.30997,             0.00037188,             0.00037188,             0.00037188
                    486,                 0.1523,                0.35106,                0.95885,                0.98268,                      1,                  0.995,                  0.995,                0.22146,                0.36485,                0.32162,             0.00037117,             0.00037117,             0.00037117
                    487,                0.12954,                0.32672,                0.89571,                0.98302,                      1,                  0.995,                  0.995,                0.22073,                0.36215,                0.31404,             0.00037047,             0.00037047,             0.00037047
                    488,                0.12344,                0.35925,                0.92123,                0.98301,                      1,                  0.995,                  0.995,                0.22295,                0.38208,                0.31779,             0.00036976,             0.00036976,             0.00036976
                    489,                0.12788,                0.28809,                0.92431,                0.98301,                      1,                  0.995,                  0.995,                0.22882,                0.35878,                 0.3247,             0.00036905,             0.00036905,             0.00036905
                    490,                0.11561,                0.30677,                0.91594,                0.98317,                      1,                  0.995,                  0.995,                0.22454,                 0.3354,                0.31995,             0.00036835,             0.00036835,             0.00036835
                    491,                0.11701,                0.36954,                0.89699,                0.98325,                      1,                  0.995,                  0.995,                 0.2115,                0.34434,                0.30307,             0.00036764,             0.00036764,             0.00036764
                    492,                0.14785,                0.45599,                0.92066,                0.99145,                      1,                  0.995,                  0.995,                 0.2003,                0.36292,                0.29456,             0.00036693,             0.00036693,             0.00036693
                    493,                0.12924,                  0.333,                 0.9145,                0.97368,                      1,                  0.995,                  0.995,                0.20202,                0.31679,                0.30377,             0.00036622,             0.00036622,             0.00036622
                    494,                0.11405,                0.26898,                0.89724,                 0.9726,                      1,                  0.995,                  0.995,                  0.202,                0.30167,                0.30543,             0.00036552,             0.00036552,             0.00036552
                    495,                0.11889,                0.30367,                0.92336,                0.98178,                      1,                  0.995,                  0.995,                0.21094,                0.31035,                0.31695,             0.00036481,             0.00036481,             0.00036481
                    496,                0.11903,                0.34849,                0.89738,                0.98181,                      1,                  0.995,                  0.995,                0.21827,                0.30275,                0.32123,              0.0003641,              0.0003641,              0.0003641
                    497,                0.13039,                0.31861,                0.91234,                0.97391,                      1,                  0.995,                  0.995,                0.21953,                0.32156,                0.31701,              0.0003634,              0.0003634,              0.0003634
                    498,                0.10861,                0.34898,                0.95769,                0.97402,                      1,                  0.995,                  0.995,                0.22509,                0.36935,                0.32268,             0.00036269,             0.00036269,             0.00036269
                    499,                0.14206,                0.32237,                0.90116,                0.97363,                      1,                  0.995,                  0.995,                0.23427,                0.36862,                0.32738,             0.00036198,             0.00036198,             0.00036198
                    500,                0.13131,                 0.3538,                0.88299,                 0.9734,                      1,                  0.995,                  0.995,                0.24114,                0.37238,                0.33031,             0.00036128,             0.00036128,             0.00036128
                    501,                0.12744,                0.36461,                0.89906,                0.97255,                      1,                  0.995,                  0.995,                0.24951,                0.34678,                0.33274,             0.00036057,             0.00036057,             0.00036057
                    502,                0.13538,                0.35016,                0.93675,                 0.9717,                      1,                  0.995,                  0.995,                0.25552,                0.32859,                0.33996,             0.00035986,             0.00035986,             0.00035986
                    503,                0.12381,                0.32952,                0.93363,                0.99143,                      1,                  0.995,                  0.995,                0.25143,                0.32207,                0.33499,             0.00035916,             0.00035916,             0.00035916
                    504,                0.11634,                0.29113,                0.92064,                0.99151,                      1,                  0.995,                  0.995,                0.23665,                 0.3278,                0.31779,             0.00035845,             0.00035845,             0.00035845
                    505,                0.12533,                0.28907,                0.94632,                0.99144,                      1,                  0.995,                  0.995,                0.22634,                0.31308,                0.30291,             0.00035774,             0.00035774,             0.00035774
                    506,                 0.1153,                0.31973,                0.88613,                0.99155,                      1,                  0.995,                  0.995,                 0.2081,                0.30099,                0.28317,             0.00035704,             0.00035704,             0.00035704
                    507,                 0.1303,                 0.3268,                0.90852,                0.99156,                      1,                  0.995,                  0.995,                0.19352,                0.29649,                0.26479,             0.00035633,             0.00035633,             0.00035633
                    508,                0.11694,                0.32017,                0.89186,                0.99157,                      1,                  0.995,                  0.995,                0.18276,                0.30621,                0.24929,             0.00035562,             0.00035562,             0.00035562
                    509,                0.12439,                0.33378,                0.91321,                0.99158,                      1,                  0.995,                  0.995,                0.17414,                0.29573,                0.24341,             0.00035492,             0.00035492,             0.00035492
                    510,                0.13065,                0.31435,                0.88681,                 0.9916,                      1,                  0.995,                  0.995,                0.17447,                 0.2992,                0.24979,             0.00035421,             0.00035421,             0.00035421
                    511,                0.11201,                0.31592,                0.91753,                0.99151,                      1,                  0.995,                  0.995,                0.18836,                0.29255,                 0.2675,              0.0003535,              0.0003535,              0.0003535
                    512,                0.13429,                0.40914,                0.89955,                 0.9916,                      1,                  0.995,                  0.995,                0.18956,                0.29034,                0.27271,             0.00035279,             0.00035279,             0.00035279
                    513,                0.11006,                0.26477,                 0.8806,                0.98279,                      1,                  0.995,                  0.995,                0.19008,                0.29948,                0.27988,             0.00035209,             0.00035209,             0.00035209
                    514,                0.11198,                0.30934,                0.93045,                0.98279,                      1,                  0.995,                  0.995,                0.18003,                0.30012,                0.27108,             0.00035138,             0.00035138,             0.00035138
                    515,                0.12194,                0.27706,                0.90543,                0.98279,                      1,                  0.995,                  0.995,                0.16381,                0.28744,                0.25658,             0.00035067,             0.00035067,             0.00035067
                    516,                0.12587,                0.34201,                0.91009,                0.98279,                      1,                  0.995,                  0.995,                 0.1681,                 0.2965,                0.26002,             0.00034997,             0.00034997,             0.00034997
                    517,                0.12753,                0.30167,                0.90102,                0.98295,                      1,                  0.995,                  0.995,                0.17886,                0.28451,                 0.2735,             0.00034926,             0.00034926,             0.00034926
                    518,                0.12148,                0.33688,                0.91101,                0.98286,                      1,                  0.995,                  0.995,                0.18701,                 0.2863,                0.27741,             0.00034855,             0.00034855,             0.00034855
                    519,                0.11965,                  0.304,                0.89771,                0.98293,                      1,                  0.995,                  0.995,                0.19285,                0.28502,                0.27723,             0.00034785,             0.00034785,             0.00034785
                    520,                 0.1314,                0.34754,                0.92926,                0.98234,                      1,                  0.995,                  0.995,                0.18724,                0.28675,                0.26759,             0.00034714,             0.00034714,             0.00034714
                    521,                0.11038,                0.31699,                0.90025,                0.98182,                      1,                  0.995,                  0.995,                0.17245,                0.27987,                0.25184,             0.00034643,             0.00034643,             0.00034643
                    522,                 0.1271,                0.31623,                0.90364,                0.98181,                      1,                  0.995,                  0.995,                0.15991,                0.26466,                 0.2387,             0.00034573,             0.00034573,             0.00034573
                    523,                0.12701,                0.35692,                 0.9163,                0.98189,                      1,                  0.995,                  0.995,                0.15022,                0.25429,                0.23359,             0.00034502,             0.00034502,             0.00034502
                    524,                0.11542,                0.28351,                0.87506,                0.97406,                      1,                  0.995,                  0.995,                0.15687,                0.26278,                0.24203,             0.00034431,             0.00034431,             0.00034431
                    525,                0.12097,                0.27923,                 0.9358,                0.97306,                      1,                  0.995,                  0.995,                 0.1738,                0.27696,                0.26438,             0.00034361,             0.00034361,             0.00034361
                    526,                0.13269,                0.41698,                0.93043,                0.97221,                      1,                  0.995,                  0.995,                0.16983,                0.33941,                0.26526,              0.0003429,              0.0003429,              0.0003429
                    527,                0.11082,                 0.2989,                0.90244,                0.97129,                      1,                  0.995,                  0.995,                0.17085,                0.35855,                0.26831,             0.00034219,             0.00034219,             0.00034219
                    528,                0.11704,                0.28149,                0.90418,                0.97156,                      1,                  0.995,                  0.995,                0.17414,                0.37669,                0.27484,             0.00034148,             0.00034148,             0.00034148
                    529,                 0.1326,                0.39632,                0.93358,                0.97134,                      1,                  0.995,                  0.995,                0.17846,                 0.4193,                0.27747,             0.00034078,             0.00034078,             0.00034078
                    530,                0.12311,                0.26781,                0.90359,                0.97099,                      1,                  0.995,                  0.995,                0.17728,                0.44809,                0.26976,             0.00034007,             0.00034007,             0.00034007
                    531,                0.11108,                0.30014,                0.91896,                 0.9709,                      1,                  0.995,                  0.995,                0.18436,                0.43262,                0.27507,             0.00033936,             0.00033936,             0.00033936
                    532,                0.12028,                0.24844,                0.91531,                0.97108,                      1,                  0.995,                  0.995,                0.19102,                0.45482,                0.28189,             0.00033866,             0.00033866,             0.00033866
                    533,                0.12383,                0.29768,                0.91098,                0.97186,                      1,                  0.995,                  0.995,                0.20404,                0.42619,                0.29968,             0.00033795,             0.00033795,             0.00033795
                    534,                0.13676,                0.36734,                0.89922,                0.97306,                      1,                  0.995,                  0.995,                0.21822,                0.41403,                0.31997,             0.00033724,             0.00033724,             0.00033724
                    535,                0.11874,                0.32586,                0.86903,                0.97365,                      1,                  0.995,                  0.995,                0.23309,                0.38655,                0.33749,             0.00033654,             0.00033654,             0.00033654
                    536,                0.11324,                 0.3265,                0.92531,                0.97381,                      1,                  0.995,                  0.995,                0.23667,                0.37342,                0.33775,             0.00033583,             0.00033583,             0.00033583
                    537,                0.13103,                0.26829,                0.95207,                0.97406,                      1,                  0.995,                  0.995,                0.23952,                0.35479,                0.33668,             0.00033512,             0.00033512,             0.00033512
                    538,                0.11472,                0.28192,                0.92261,                0.97413,                      1,                  0.995,                  0.995,                0.24049,                0.33643,                0.33771,             0.00033442,             0.00033442,             0.00033442
                    539,                0.13254,                0.45603,                0.90257,                0.97448,                      1,                  0.995,                  0.995,                0.23712,                0.32984,                0.33894,             0.00033371,             0.00033371,             0.00033371
                    540,                0.11495,                0.29609,                0.91038,                0.98296,                      1,                  0.995,                  0.995,                0.22936,                0.31673,                0.33362,               0.000333,               0.000333,               0.000333
                    541,                0.13633,                0.34733,                 0.8961,                0.98295,                      1,                  0.995,                  0.995,                0.21748,                0.31665,                0.32592,              0.0003323,              0.0003323,              0.0003323
                    542,                  0.128,                0.33263,                0.94766,                0.98295,                      1,                  0.995,                  0.995,                0.19896,                0.33371,                0.30644,             0.00033159,             0.00033159,             0.00033159
                    543,                 0.1195,                0.27684,                0.91376,                0.98295,                      1,                  0.995,                  0.995,                0.18981,                0.31086,                0.29626,             0.00033088,             0.00033088,             0.00033088
                    544,                0.11468,                0.25585,                0.90255,                0.98303,                      1,                  0.995,                  0.995,                 0.1903,                0.31047,                0.29461,             0.00033018,             0.00033018,             0.00033018
                    545,                0.09962,                0.27256,                0.91255,                0.98303,                      1,                  0.995,                  0.995,                0.18611,                0.31283,                0.28259,             0.00032947,             0.00032947,             0.00032947
                    546,                0.13342,                0.29135,                0.92861,                0.98287,                      1,                  0.995,                  0.995,                0.18674,                0.29827,                 0.2821,             0.00032876,             0.00032876,             0.00032876
                    547,                0.11723,                0.30438,                0.93147,                0.97466,                      1,                  0.995,                  0.995,                0.18138,                0.31382,                0.27705,             0.00032805,             0.00032805,             0.00032805
                    548,                0.11455,                0.29967,                0.91791,                0.97474,                      1,                  0.995,                  0.995,                0.18602,                0.32174,                0.28264,             0.00032735,             0.00032735,             0.00032735
                    549,                0.11468,                0.31533,                0.91085,                0.97438,                      1,                  0.995,                  0.995,                0.19966,                 0.2958,                0.29455,             0.00032664,             0.00032664,             0.00032664
                    550,                0.12025,                0.29524,                0.92509,                0.97403,                      1,                  0.995,                  0.995,                 0.2106,                0.30938,                0.29943,             0.00032593,             0.00032593,             0.00032593
                    551,                0.11178,                0.32108,                 0.9301,                 0.9734,                      1,                  0.995,                  0.995,                0.22417,                0.30847,                0.31381,             0.00032523,             0.00032523,             0.00032523
                    552,                0.12877,                0.29101,                0.94204,                0.97358,                      1,                  0.995,                  0.995,                0.23332,                0.29422,                0.32194,             0.00032452,             0.00032452,             0.00032452
                    553,                0.10403,                0.28901,                0.91683,                0.97411,                      1,                  0.995,                  0.995,                0.23543,                0.31182,                0.32362,             0.00032381,             0.00032381,             0.00032381
                    554,                0.11021,                0.28548,                0.90906,                0.97422,                      1,                  0.995,                  0.995,                0.22721,                0.35456,                0.31651,             0.00032311,             0.00032311,             0.00032311
                    555,                0.12258,                0.30833,                0.88367,                0.97455,                      1,                  0.995,                  0.995,                 0.2258,                0.41952,                0.32746,              0.0003224,              0.0003224,              0.0003224
                    556,                0.13294,                0.31243,                0.94456,                0.97411,                      1,                  0.995,                  0.995,                0.22107,                0.41482,                0.33016,             0.00032169,             0.00032169,             0.00032169
                    557,                0.11907,                0.28844,                0.92592,                0.97359,                      1,                  0.995,                  0.995,                0.23824,                0.40579,                0.35462,             0.00032099,             0.00032099,             0.00032099
                    558,                0.12254,                0.34599,                0.90617,                 0.9716,                      1,                  0.995,                  0.995,                  0.243,                 0.4087,                0.36438,             0.00032028,             0.00032028,             0.00032028
                    559,                0.11965,                0.39608,                0.91734,                 0.9708,                      1,                  0.995,                  0.995,                0.24247,                0.40345,                0.36349,             0.00031957,             0.00031957,             0.00031957
                    560,                 0.1089,                0.29743,                0.96153,                0.97138,                      1,                  0.995,                  0.995,                0.23177,                0.40808,                0.35006,             0.00031887,             0.00031887,             0.00031887
                    561,                0.12497,                0.28249,                0.91817,                0.97221,                      1,                  0.995,                  0.995,                0.22237,                0.41416,                0.33443,             0.00031816,             0.00031816,             0.00031816
                    562,                0.12614,                0.28765,                0.91496,                0.97318,                      1,                  0.995,                  0.995,                 0.2101,                0.39604,                 0.3151,             0.00031745,             0.00031745,             0.00031745
                    563,                0.11695,                0.31901,                0.87311,                0.99097,                      1,                  0.995,                  0.995,                0.19897,                0.36949,                 0.2978,             0.00031674,             0.00031674,             0.00031674
                    564,                0.11978,                 0.3009,                0.89159,                0.98253,                      1,                  0.995,                  0.995,                0.18404,                0.34116,                0.27314,             0.00031604,             0.00031604,             0.00031604
                    565,                0.11161,                0.26193,                0.92432,                0.98253,                      1,                  0.995,                  0.995,                0.16851,                 0.3609,                0.24649,             0.00031533,             0.00031533,             0.00031533
                    566,                0.13092,                0.30328,                0.90389,                0.98253,                      1,                  0.995,                  0.995,                0.15748,                0.39341,                  0.232,             0.00031462,             0.00031462,             0.00031462
                    567,                0.11648,                0.30545,                0.92257,                0.98252,                      1,                  0.995,                  0.995,                0.15601,                  0.413,                0.22931,             0.00031392,             0.00031392,             0.00031392
                    568,                0.09863,                0.26577,                0.88887,                0.98252,                      1,                  0.995,                  0.995,                0.15202,                0.42687,                0.22496,             0.00031321,             0.00031321,             0.00031321
                    569,                0.11637,                0.31777,                0.91439,                0.97447,                      1,                  0.995,                  0.995,                0.15753,                 0.4288,                 0.2342,              0.0003125,              0.0003125,              0.0003125
                    570,                0.15051,                0.33481,                0.96008,                0.97446,                      1,                  0.995,                  0.995,                0.16691,                0.41987,                0.24449,              0.0003118,              0.0003118,              0.0003118
                    571,                0.11035,                0.26952,                 0.9017,                0.97446,                      1,                  0.995,                  0.995,                0.17167,                0.40822,                0.25294,             0.00031109,             0.00031109,             0.00031109
                    572,                0.13306,                0.30309,                0.90973,                0.97403,                      1,                  0.995,                  0.995,                0.17975,                  0.387,                0.26461,             0.00031038,             0.00031038,             0.00031038
                    573,                0.13232,                0.31344,                0.91758,                0.97411,                      1,                  0.995,                  0.995,                0.18939,                0.36149,                0.27993,             0.00030968,             0.00030968,             0.00030968
                    574,                  0.109,                0.31193,                0.90259,                0.97427,                      1,                  0.995,                  0.995,                0.19878,                0.33989,                0.28981,             0.00030897,             0.00030897,             0.00030897
                    575,                0.11021,                0.26768,                0.94184,                0.97435,                      1,                  0.995,                  0.995,                0.20072,                0.33462,                0.29454,             0.00030826,             0.00030826,             0.00030826
