                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    240,                0.18381,                0.51801,                0.94463,                0.97429,                      1,                  0.995,                  0.995,                0.18803,                0.41798,                0.27715,             0.00054506,             0.00054506,             0.00054506
                    241,                0.20511,                0.58137,                 1.0049,                0.98305,                      1,                  0.995,                  0.995,                0.20314,                0.38714,                0.29841,             0.00054435,             0.00054435,             0.00054435
                    242,                0.18109,                0.46425,                0.94869,                0.98292,                      1,                  0.995,                  0.995,                0.21791,                0.37839,                0.32053,             0.00054365,             0.00054365,             0.00054365
                    243,                 0.1775,                0.48469,                0.91945,                0.98305,                      1,                  0.995,                  0.995,                0.21773,                0.37406,                0.32588,             0.00054294,             0.00054294,             0.00054294
                    244,                0.16058,                0.52895,                0.93771,                 0.9831,                      1,                  0.995,                  0.995,                0.20973,                0.37688,                0.31691,             0.00054223,             0.00054223,             0.00054223
                    245,                0.17589,                0.39238,                0.95287,                0.98275,                      1,                  0.995,                  0.995,                0.19543,                0.37426,                 0.3002,             0.00054153,             0.00054153,             0.00054153
                    246,                 0.1643,                0.48997,                0.94955,                0.97418,                      1,                  0.995,                  0.995,                0.18631,                0.36767,                0.29027,             0.00054082,             0.00054082,             0.00054082
                    247,                0.21497,                0.55438,                 1.0154,                0.97406,                      1,                  0.995,                  0.995,                 0.1972,                0.37633,                 0.2981,             0.00054011,             0.00054011,             0.00054011
                    248,                0.14195,                0.52979,                0.91572,                0.98273,                      1,                  0.995,                  0.995,                0.21654,                0.38801,                0.31661,             0.00053941,             0.00053941,             0.00053941
                    249,                0.17327,                0.43774,                0.92903,                0.98231,                      1,                  0.995,                  0.995,                0.23015,                0.37613,                 0.3289,              0.0005387,              0.0005387,              0.0005387
                    250,                0.18745,                0.48809,                0.91495,                0.98117,                      1,                  0.995,                  0.995,                0.23925,                0.38606,                0.33786,             0.00053799,             0.00053799,             0.00053799
                    251,                0.18145,                0.55729,                0.95344,                0.96775,                      1,                  0.995,                  0.995,                0.26647,                0.39294,                0.37093,             0.00053728,             0.00053728,             0.00053728
                    252,                0.17462,                0.48665,                0.94363,                0.96694,                      1,                  0.995,                  0.995,                0.29054,                0.40738,                0.40238,             0.00053658,             0.00053658,             0.00053658
                    253,                 0.1956,                0.50241,                0.91364,                0.96748,                      1,                  0.995,                  0.995,                0.29316,                0.42722,                0.40702,             0.00053587,             0.00053587,             0.00053587
                    254,                0.18482,                0.53942,                0.98021,                 0.9706,                      1,                  0.995,                  0.995,                0.30101,                0.45192,                0.41822,             0.00053516,             0.00053516,             0.00053516
                    255,                0.14577,                0.40583,                0.93291,                0.97197,                      1,                  0.995,                  0.995,                0.30184,                0.46185,                0.42577,             0.00053446,             0.00053446,             0.00053446
                    256,                0.17255,                0.42338,                0.98461,                0.96942,                      1,                  0.995,                  0.995,                0.28314,                0.44265,                0.40943,             0.00053375,             0.00053375,             0.00053375
                    257,                0.16457,                0.41814,                0.93725,                0.97041,                      1,                  0.995,                  0.995,                0.23059,                0.42151,                 0.3555,             0.00053304,             0.00053304,             0.00053304
                    258,                0.17737,                0.42903,                0.91552,                 0.9724,                      1,                  0.995,                  0.995,                0.21808,                0.39487,                0.34535,             0.00053234,             0.00053234,             0.00053234
                    259,                0.17307,                0.44634,                0.92367,                0.97251,                      1,                  0.995,                  0.995,                0.21709,                0.36909,                 0.3519,             0.00053163,             0.00053163,             0.00053163
                    260,                0.17345,                0.47487,                0.96881,                 0.9741,                      1,                  0.995,                  0.995,                0.21691,                0.37333,                0.35094,             0.00053092,             0.00053092,             0.00053092
                    261,                0.20098,                0.43662,                0.98385,                0.97417,                      1,                  0.995,                  0.995,                  0.207,                0.40832,                0.34428,             0.00053022,             0.00053022,             0.00053022
                    262,                0.16305,                0.53126,                0.90888,                0.97445,                      1,                  0.995,                  0.995,                0.20008,                0.41572,                0.34099,             0.00052951,             0.00052951,             0.00052951
                    263,                0.16483,                0.47299,                0.99179,                0.97438,                      1,                  0.995,                  0.995,                0.19929,                0.37315,                0.33582,              0.0005288,              0.0005288,              0.0005288
                    264,                 0.1701,                0.45165,                0.98065,                0.97437,                      1,                  0.995,                  0.995,                0.20763,                0.33255,                0.33164,              0.0005281,              0.0005281,              0.0005281
                    265,                0.15709,                0.50695,                0.93661,                0.97393,                      1,                  0.995,                  0.995,                0.20909,                0.31722,                0.32669,             0.00052739,             0.00052739,             0.00052739
                    266,                0.18062,                0.45733,                0.94563,                0.97381,                      1,                  0.995,                  0.995,                0.19647,                0.33034,                0.31297,             0.00052668,             0.00052668,             0.00052668
                    267,                0.16853,                0.56333,                0.96592,                0.97431,                      1,                  0.995,                  0.995,                0.18567,                0.34096,                0.30303,             0.00052598,             0.00052598,             0.00052598
                    268,                0.17235,                0.49038,                0.96527,                0.97473,                      1,                  0.995,                  0.995,                0.17661,                0.36153,                0.28798,             0.00052527,             0.00052527,             0.00052527
                    269,                0.16811,                0.53713,                0.94828,                0.97457,                      1,                  0.995,                  0.995,                0.17625,                0.34789,                0.28134,             0.00052456,             0.00052456,             0.00052456
                    270,                0.16327,                0.51643,                0.90451,                0.97456,                      1,                  0.995,                  0.995,                0.17854,                0.35111,                0.28084,             0.00052385,             0.00052385,             0.00052385
                    271,                0.16808,                0.38934,                 0.9159,                0.97448,                      1,                  0.995,                  0.995,                0.18474,                0.35199,                0.28386,             0.00052315,             0.00052315,             0.00052315
                    272,                0.21818,                0.58939,                0.98604,                 0.9744,                      1,                  0.995,                  0.995,                0.19207,                0.41899,                0.29439,             0.00052244,             0.00052244,             0.00052244
                    273,                0.15617,                0.38489,                 0.9363,                 0.9744,                      1,                  0.995,                  0.995,                0.20685,                0.41488,                 0.3021,             0.00052173,             0.00052173,             0.00052173
                    274,                0.17415,                0.44413,                0.96038,                0.97441,                      1,                  0.995,                  0.995,                0.22195,                0.47584,                0.32097,             0.00052103,             0.00052103,             0.00052103
                    275,                0.16808,                0.50472,                0.93814,                0.97433,                      1,                  0.995,                  0.995,                0.23831,                0.45843,                0.34065,             0.00052032,             0.00052032,             0.00052032
                    276,                0.16416,                0.44774,                0.92385,                0.97468,                      1,                  0.995,                  0.995,                0.23526,                0.46628,                0.33783,             0.00051961,             0.00051961,             0.00051961
                    277,                0.17087,                0.42786,                0.93509,                 0.9745,                      1,                  0.995,                  0.995,                0.23177,                0.47543,                0.33387,             0.00051891,             0.00051891,             0.00051891
                    278,                0.16845,                0.41658,                0.96442,                0.97448,                      1,                  0.995,                  0.995,                0.22463,                0.49555,                0.32278,              0.0005182,              0.0005182,              0.0005182
                    279,                 0.1448,                0.37778,                0.90342,                0.97456,                      1,                  0.995,                  0.995,                0.21824,                0.52279,                 0.3085,             0.00051749,             0.00051749,             0.00051749
                    280,                 0.1619,                0.50287,                0.92899,                0.97456,                      1,                  0.995,                  0.995,                0.22477,                0.48865,                0.31291,             0.00051679,             0.00051679,             0.00051679
                    281,                0.16771,                0.58993,                0.97004,                0.97467,                      1,                  0.995,                  0.995,                0.22549,                0.45952,                0.31327,             0.00051608,             0.00051608,             0.00051608
                    282,                0.16201,                0.44481,                0.93779,                0.97398,                      1,                  0.995,                  0.995,                0.22412,                0.45908,                0.30665,             0.00051537,             0.00051537,             0.00051537
                    283,                0.15542,                0.48817,                 0.9118,                0.97294,                      1,                  0.995,                  0.995,                0.21626,                0.42877,                0.29327,             0.00051467,             0.00051467,             0.00051467
                    284,                0.17094,                0.39347,                0.94758,                0.97242,                      1,                  0.995,                  0.995,                0.21078,                0.39971,                0.28532,             0.00051396,             0.00051396,             0.00051396
                    285,                0.19062,                 0.5334,                0.96081,                0.97238,                      1,                  0.995,                  0.995,                0.20295,                0.36962,                0.28044,             0.00051325,             0.00051325,             0.00051325
                    286,                0.21524,                0.42772,                0.96972,                0.97272,                      1,                  0.995,                  0.995,                0.21208,                0.34043,                0.29414,             0.00051254,             0.00051254,             0.00051254
                    287,                0.16102,                0.48417,                 0.9712,                0.97307,                      1,                  0.995,                  0.995,                0.21326,                0.39059,                0.29678,             0.00051184,             0.00051184,             0.00051184
                    288,                0.20137,                 0.4416,                0.93017,                0.97333,                      1,                  0.995,                  0.995,                0.20976,                0.43993,                0.30951,             0.00051113,             0.00051113,             0.00051113
                    289,                0.17421,                0.44699,                0.96346,                0.97333,                      1,                  0.995,                  0.995,                0.20914,                0.45392,                0.31117,             0.00051042,             0.00051042,             0.00051042
                    290,                0.17666,                0.44871,                 0.9368,                0.97325,                      1,                  0.995,                  0.995,                0.22691,                0.44773,                0.32942,             0.00050972,             0.00050972,             0.00050972
                    291,                0.17905,                0.43232,                0.91146,                 0.9736,                      1,                  0.995,                  0.995,                0.23258,                 0.4509,                0.33394,             0.00050901,             0.00050901,             0.00050901
                    292,                0.15496,                0.36385,                0.97267,                0.97438,                      1,                  0.995,                  0.995,                0.23415,                0.46617,                0.33479,              0.0005083,              0.0005083,              0.0005083
                    293,                0.17081,                0.46861,                0.96148,                0.97474,                      1,                  0.995,                  0.995,                0.22601,                0.47103,                0.32567,              0.0005076,              0.0005076,              0.0005076
                    294,                0.14233,                0.36317,                0.89384,                0.97481,                      1,                  0.995,                  0.995,                0.23451,                0.42631,                0.34027,             0.00050689,             0.00050689,             0.00050689
                    295,                0.14788,                0.36938,                0.94081,                0.97445,                      1,                  0.995,                  0.995,                 0.2285,                0.37768,                0.34057,             0.00050618,             0.00050618,             0.00050618
                    296,                0.16924,                0.41639,                0.95716,                0.97417,                      1,                  0.995,                  0.995,                0.22992,                0.36485,                0.34769,             0.00050548,             0.00050548,             0.00050548
                    297,                 0.1595,                0.36921,                0.95093,                0.97382,                      1,                  0.995,                  0.995,                0.23388,                0.40876,                0.34755,             0.00050477,             0.00050477,             0.00050477
                    298,                0.17164,                 0.4548,                0.95062,                0.97397,                      1,                  0.995,                  0.995,                0.25161,                0.43382,                0.36441,             0.00050406,             0.00050406,             0.00050406
                    299,                0.18137,                0.50217,                0.91311,                0.97412,                      1,                  0.995,                  0.995,                0.25274,                0.43868,                0.36458,             0.00050336,             0.00050336,             0.00050336
                    300,                0.14773,                0.37032,                0.95179,                 0.9742,                      1,                  0.995,                  0.995,                0.23284,                0.43282,                0.34296,             0.00050265,             0.00050265,             0.00050265
                    301,                0.17786,                0.39252,                0.90041,                0.97406,                      1,                  0.995,                  0.995,                0.21045,                0.45659,                0.32185,             0.00050194,             0.00050194,             0.00050194
                    302,                0.17506,                0.36072,                0.98847,                0.97418,                      1,                  0.995,                  0.995,                0.20181,                0.48614,                0.30936,             0.00050124,             0.00050124,             0.00050124
                    303,                0.15414,                0.47458,                0.92739,                0.97445,                      1,                  0.995,                  0.995,                0.19656,                0.50592,                0.30168,             0.00050053,             0.00050053,             0.00050053
                    304,                0.12827,                0.38521,                0.92917,                 0.9743,                      1,                  0.995,                  0.995,                0.18652,                 0.4785,                 0.2865,             0.00049982,             0.00049982,             0.00049982
                    305,                0.16107,                 0.3794,                0.92711,                 0.9743,                      1,                  0.995,                  0.995,                0.18417,                 0.4106,                0.27497,             0.00049911,             0.00049911,             0.00049911
                    306,                 0.1433,                0.38166,                0.88453,                0.97437,                      1,                  0.995,                  0.995,                0.18174,                0.35465,                0.26642,             0.00049841,             0.00049841,             0.00049841
                    307,                0.15432,                0.43167,                0.95319,                0.97452,                      1,                  0.995,                  0.995,                0.18171,                0.32203,                0.26009,              0.0004977,              0.0004977,              0.0004977
                    308,                0.15992,                0.36256,                0.97088,                0.97467,                      1,                  0.995,                  0.995,                0.19055,                0.31427,                0.27409,             0.00049699,             0.00049699,             0.00049699
                    309,                0.19179,                0.48702,                0.93807,                0.97468,                      1,                  0.995,                  0.995,                0.20328,                0.36153,                0.29989,             0.00049629,             0.00049629,             0.00049629
                    310,                0.13758,                0.39179,                0.91651,                0.97467,                      1,                  0.995,                  0.995,                 0.2219,                0.42557,                0.32171,             0.00049558,             0.00049558,             0.00049558
                    311,                0.18195,                0.49939,                0.97209,                0.97467,                      1,                  0.995,                  0.995,                0.23158,                0.46161,                0.33504,             0.00049487,             0.00049487,             0.00049487
                    312,                0.19416,                 0.4219,                0.90918,                0.97432,                      1,                  0.995,                  0.995,                0.23308,                 0.4577,                0.34136,             0.00049417,             0.00049417,             0.00049417
                    313,                0.16011,                0.40739,                0.95724,                0.97416,                      1,                  0.995,                  0.995,                 0.2209,                 0.4676,                0.33371,             0.00049346,             0.00049346,             0.00049346
                    314,                0.16017,                0.40323,                0.91604,                0.97451,                      1,                  0.995,                  0.995,                0.21334,                0.42122,                0.31682,             0.00049275,             0.00049275,             0.00049275
                    315,                0.15718,                0.46191,                0.91464,                0.97436,                      1,                  0.995,                  0.995,                0.20585,                0.42733,                0.30958,             0.00049205,             0.00049205,             0.00049205
                    316,                0.15151,                0.39455,                0.96289,                0.97479,                      1,                  0.995,                  0.995,                0.22229,                0.44778,                0.33946,             0.00049134,             0.00049134,             0.00049134
                    317,                0.15309,                0.35879,                 0.9313,                0.97479,                      1,                  0.995,                  0.995,                0.24421,                0.48128,                0.36356,             0.00049063,             0.00049063,             0.00049063
                    318,                0.15419,                0.49235,                0.92939,                0.97479,                      1,                  0.995,                  0.995,                0.25087,                0.54669,                0.36206,             0.00048993,             0.00048993,             0.00048993
                    319,                0.15313,                0.43741,                0.92874,                0.97478,                      1,                  0.995,                  0.995,                 0.2426,                0.61535,                0.34502,             0.00048922,             0.00048922,             0.00048922
                    320,                0.18301,                0.52799,                0.91962,                0.97479,                      1,                  0.995,                  0.995,                0.23072,                0.54566,                0.33019,             0.00048851,             0.00048851,             0.00048851
                    321,                0.15074,                0.51563,                0.95517,                0.97472,                      1,                  0.995,                  0.995,                0.21167,                0.50845,                 0.3104,              0.0004878,              0.0004878,              0.0004878
                    322,                0.18346,                0.38751,                0.97008,                0.97463,                      1,                  0.995,                  0.995,                0.20379,                0.49298,                0.30166,              0.0004871,              0.0004871,              0.0004871
                    323,                0.16924,                0.46279,                0.96821,                0.97455,                      1,                  0.995,                  0.995,                0.20445,                0.49599,                0.30327,             0.00048639,             0.00048639,             0.00048639
                    324,                0.13196,                0.41776,                0.93218,                0.97456,                      1,                  0.995,                  0.995,                0.20828,                0.51319,                0.30744,             0.00048568,             0.00048568,             0.00048568
                    325,                0.14385,                0.41248,                0.96494,                0.97456,                      1,                  0.995,                  0.995,                0.20674,                0.52102,                0.30536,             0.00048498,             0.00048498,             0.00048498
                    326,                0.17308,                0.41753,                0.99732,                0.97456,                      1,                  0.995,                  0.995,                0.21471,                0.52737,                0.31231,             0.00048427,             0.00048427,             0.00048427
                    327,                0.16167,                0.44886,                0.93235,                0.97457,                      1,                  0.995,                  0.995,                0.22545,                0.49184,                0.32315,             0.00048356,             0.00048356,             0.00048356
                    328,                0.12787,                0.43281,                0.94931,                0.97457,                      1,                  0.995,                  0.995,                0.24001,                0.51476,                0.34022,             0.00048286,             0.00048286,             0.00048286
                    329,                0.12062,                 0.3735,                 0.8984,                0.97464,                      1,                  0.995,                  0.995,                0.27218,                0.47496,                0.37738,             0.00048215,             0.00048215,             0.00048215
                    330,                0.12991,                0.36721,                0.91123,                0.97479,                      1,                  0.995,                  0.995,                0.28122,                 0.4393,                0.38954,             0.00048144,             0.00048144,             0.00048144
                    331,                0.15534,                0.38006,                0.90512,                0.97443,                      1,                  0.995,                  0.995,                 0.2692,                0.42227,                0.37835,             0.00048074,             0.00048074,             0.00048074
                    332,                0.18797,                0.59047,                0.98197,                0.97399,                      1,                  0.995,                  0.995,                0.23889,                0.43099,                0.35029,             0.00048003,             0.00048003,             0.00048003
                    333,                0.13739,                0.35764,                0.88996,                0.97405,                      1,                  0.995,                  0.995,                0.21921,                0.39732,                0.33194,             0.00047932,             0.00047932,             0.00047932
                    334,                 0.1481,                0.36759,                0.93582,                0.97449,                      1,                  0.995,                  0.995,                0.20779,                0.40251,                0.32077,             0.00047862,             0.00047862,             0.00047862
                    335,                0.17148,                0.38781,                0.95167,                0.97417,                      1,                  0.995,                  0.995,                0.19018,                0.40792,                0.29747,             0.00047791,             0.00047791,             0.00047791
                    336,                0.16437,                0.38858,                0.94036,                0.97393,                      1,                  0.995,                  0.995,                0.18747,                0.37445,                0.29017,              0.0004772,              0.0004772,              0.0004772
                    337,                0.13677,                0.33604,                0.91362,                0.97366,                      1,                  0.995,                  0.995,                 0.1981,                0.37312,                0.30153,              0.0004765,              0.0004765,              0.0004765
                    338,                0.14713,                0.30891,                0.93583,                0.97359,                      1,                  0.995,                  0.995,                0.18878,                0.36763,                0.29102,             0.00047579,             0.00047579,             0.00047579
                    339,                0.18052,                0.44007,                0.92289,                0.97427,                      1,                  0.995,                  0.995,                0.18606,                0.37624,                0.28576,             0.00047508,             0.00047508,             0.00047508
                    340,                0.16052,                0.39824,                0.93292,                0.97409,                      1,                  0.995,                  0.995,                0.18627,                0.36449,                0.28148,             0.00047437,             0.00047437,             0.00047437
                    341,                0.19264,                0.43923,                0.97103,                0.97459,                      1,                  0.995,                  0.995,                0.17491,                0.38329,                0.27535,             0.00047367,             0.00047367,             0.00047367
                    342,                0.13264,                0.34685,                0.95337,                 0.9746,                      1,                  0.995,                  0.995,                 0.1909,                 0.3737,                0.29678,             0.00047296,             0.00047296,             0.00047296
                    343,                0.13989,                0.36098,                0.97861,                 0.9746,                      1,                  0.995,                  0.995,                0.20296,                0.38489,                0.30884,             0.00047225,             0.00047225,             0.00047225
                    344,                 0.1541,                0.39108,                0.95348,                 0.9746,                      1,                  0.995,                  0.995,                0.21807,                0.38921,                 0.3225,             0.00047155,             0.00047155,             0.00047155
                    345,                 0.1345,                 0.5368,                0.92036,                0.97426,                      1,                  0.995,                  0.995,                0.21768,                0.38894,                0.32304,             0.00047084,             0.00047084,             0.00047084
                    346,                0.15211,                0.33179,                0.95267,                0.97461,                      1,                  0.995,                  0.995,                0.21873,                0.39568,                0.32031,             0.00047013,             0.00047013,             0.00047013
                    347,                0.14879,                0.34939,                  0.887,                0.97453,                      1,                  0.995,                  0.995,                 0.2369,                 0.4079,                0.32831,             0.00046943,             0.00046943,             0.00046943
                    348,                0.16387,                0.47829,                0.95173,                0.97438,                      1,                  0.995,                  0.995,                0.24338,                0.45151,                0.33282,             0.00046872,             0.00046872,             0.00046872
                    349,                0.16871,                0.39826,                0.92031,                0.97431,                      1,                  0.995,                  0.995,                0.24966,                0.44851,                0.33985,             0.00046801,             0.00046801,             0.00046801
                    350,                0.14934,                0.41509,                0.93389,                0.97466,                      1,                  0.995,                  0.995,                0.25093,                0.47061,                0.34187,             0.00046731,             0.00046731,             0.00046731
                    351,                0.14938,                0.37128,                0.93385,                0.97465,                      1,                  0.995,                  0.995,                0.22308,                0.51598,                0.31184,              0.0004666,              0.0004666,              0.0004666
                    352,                0.12492,                0.36086,                0.93136,                0.97457,                      1,                  0.995,                  0.995,                0.20331,                0.55079,                0.28809,             0.00046589,             0.00046589,             0.00046589
                    353,                0.15529,                0.34043,                0.93504,                0.97455,                      1,                  0.995,                  0.995,                0.18102,                 0.5396,                0.26475,             0.00046519,             0.00046519,             0.00046519
                    354,                0.16159,                0.37901,                  0.914,                0.97454,                      1,                  0.995,                  0.995,                0.18659,                0.52604,                0.27077,             0.00046448,             0.00046448,             0.00046448
                    355,                0.16755,                0.34647,                 0.9509,                0.97471,                      1,                  0.995,                  0.995,                0.20824,                0.40449,                0.29583,             0.00046377,             0.00046377,             0.00046377
                    356,                0.15266,                0.46065,                0.97391,                0.97428,                      1,                  0.995,                  0.995,                0.21765,                0.37203,                0.30367,             0.00046306,             0.00046306,             0.00046306
                    357,                0.16734,                0.44639,                0.93851,                0.97442,                      1,                  0.995,                  0.995,                0.19947,                0.38477,                0.28069,             0.00046236,             0.00046236,             0.00046236
                    358,                0.15272,                0.36016,                 0.9265,                0.97451,                      1,                  0.995,                  0.995,                0.19078,                0.37235,                0.26776,             0.00046165,             0.00046165,             0.00046165
                    359,                0.13226,                0.37982,                0.88936,                0.97436,                      1,                  0.995,                  0.995,                0.19803,                0.36768,                0.27697,             0.00046094,             0.00046094,             0.00046094
                    360,                0.13937,                0.35999,                0.91374,                0.97471,                      1,                  0.995,                  0.995,                 0.2126,                 0.4062,                0.29443,             0.00046024,             0.00046024,             0.00046024
                    361,                0.14652,                0.35262,                0.92441,                0.97472,                      1,                  0.995,                  0.995,                0.22484,                0.44412,                0.31205,             0.00045953,             0.00045953,             0.00045953
                    362,                0.20584,                0.44838,                 0.9644,                0.97472,                      1,                  0.995,                  0.995,                0.22567,                0.47501,                0.31345,             0.00045882,             0.00045882,             0.00045882
                    363,                0.15633,                0.45275,                  0.951,                0.97457,                      1,                  0.995,                  0.995,                0.21549,                 0.4602,                0.30413,             0.00045812,             0.00045812,             0.00045812
                    364,                0.14612,                0.43542,                0.92435,                 0.9745,                      1,                  0.995,                  0.995,                 0.2095,                0.44689,                0.29968,             0.00045741,             0.00045741,             0.00045741
                    365,                0.19183,                 0.4632,                0.96689,                 0.9745,                      1,                  0.995,                  0.995,                0.20697,                0.51682,                0.30375,              0.0004567,              0.0004567,              0.0004567
                    366,                0.13185,                0.42878,                0.92902,                 0.9745,                      1,                  0.995,                  0.995,                0.20693,                0.50991,                0.30455,               0.000456,               0.000456,               0.000456
                    367,                0.13374,                0.40888,                0.90433,                0.97451,                      1,                  0.995,                  0.995,                0.19955,                0.48376,                0.29349,             0.00045529,             0.00045529,             0.00045529
                    368,                  0.122,                0.32129,                0.92718,                0.97457,                      1,                  0.995,                  0.995,                0.20441,                0.49435,                0.30109,             0.00045458,             0.00045458,             0.00045458
                    369,                0.14816,                0.42642,                0.91351,                0.97455,                      1,                  0.995,                  0.995,                0.20669,                0.49871,                0.30729,             0.00045388,             0.00045388,             0.00045388
                    370,                0.13503,                0.37308,                0.90341,                0.97461,                      1,                  0.995,                  0.995,                0.20575,                 0.4947,                0.30935,             0.00045317,             0.00045317,             0.00045317
                    371,                0.12812,                0.33906,                0.88942,                0.97468,                      1,                  0.995,                  0.995,                0.20274,                0.48087,                0.30834,             0.00045246,             0.00045246,             0.00045246
                    372,                0.15998,                0.39158,                0.94974,                0.97468,                      1,                  0.995,                  0.995,                0.20488,                0.45781,                0.30929,             0.00045175,             0.00045175,             0.00045175
                    373,                0.13515,                  0.391,                0.87882,                0.97471,                      1,                  0.995,                  0.995,                0.19536,                0.39305,                 0.2929,             0.00045105,             0.00045105,             0.00045105
